plant_id,gourd_type,variety_name,planting_date,days_since_planting,season,region_climate,avg_temperature,avg_humidity,avg_rainfall_mm,sunlight_hours,soil_ph,soil_moisture,soil_type,fertilizer_type,fertilizer_frequency,watering_frequency,plant_health_score,vine_length_cm,leaf_count,predicted_days_to_flower,actual_days_to_flower,male_flower_count,female_flower_count,is_hand_pollinated,pollinated_count,successful_pollinations,pollination_success_rate,days_to_pollination_result,predicted_days_to_maturity,mature_fruit_count,avg_fruit_weight_kg,total_yield_kg
PLT_02862,bottle_gourd,upo_long,2024-08-19,43,wet,tropical_lowland,31.6,71.7,26.0,4.4,5.9,78.7,loamy,none,biweekly,daily,4,313.0,52,48,,0,0,1,0,0,0.429,6,51,0,,
PLT_02863,bitter_gourd,ampalaya_bilog,2024-10-03,80,wet,tropical_lowland,29.7,87.4,10.1,4.6,5.9,52.9,clay,chemical,weekly,twice_daily,4,523.5,92,44,44.0,51,16,0,14,5,0.433,9,43,0,,
PLT_02864,squash,kalabasa_hybrid,2024-06-24,76,wet,tropical_highland,29.9,87.8,16.6,5.9,6.3,73.8,silty,chemical,biweekly,daily,4,539.6,88,39,42.0,53,20,0,18,7,0.372,8,55,0,,
PLT_02865,sponge_gourd,patola,2024-04-30,39,dry,tropical_highland,31.3,64.0,2.5,7.1,7.0,73.9,clay,mixed,biweekly,daily,4,273.5,36,41,,0,0,0,0,0,0.56,8,46,0,,
PLT_02866,sponge_gourd,patola_smooth,2025-08-12,40,wet,tropical_lowland,30.5,83.0,27.1,5.5,6.1,73.0,clay,none,monthly,daily,4,285.3,51,42,,0,0,1,0,0,0.46,7,45,0,,
PLT_02867,sponge_gourd,patola_smooth,2025-10-02,50,wet,subtropical,30.1,81.4,25.6,6.4,7.0,77.0,sandy,organic,monthly,daily,4,352.2,55,35,36.0,13,5,0,4,3,0.634,10,45,0,,
PLT_02868,sponge_gourd,patola_ridged,2024-06-26,106,wet,subtropical,28.5,87.1,21.3,4.1,6.9,51.6,silty,mixed,biweekly,every_other_day,4,662.2,100,37,35.0,75,30,1,27,16,0.595,10,45,16,0.74,11.84
PLT_02869,bottle_gourd,upo_round,2024-11-26,60,wet,tropical_highland,30.8,82.7,21.4,6.1,6.0,78.0,silty,mixed,weekly,twice_daily,5,557.0,97,42,44.0,17,7,0,5,1,0.549,7,55,0,,
PLT_02870,squash,kalabasa,2024-03-18,60,dry,tropical_highland,24.8,63.3,8.4,7.9,6.5,64.7,clay,none,biweekly,every_other_day,4,352.1,60,48,47.0,7,2,0,1,1,0.3,5,54,0,,
PLT_02871,bitter_gourd,ampalaya_bilog,2024-07-20,68,wet,tropical_highland,31.5,70.2,12.4,6.2,6.2,71.7,loamy,chemical,monthly,twice_daily,4,311.2,50,43,41.0,32,11,1,11,7,0.536,5,49,0,,
PLT_02872,bitter_gourd,ampalaya_oblong,2024-02-18,105,dry,tropical_lowland,24.0,72.5,0.8,9.0,6.0,51.9,silty,organic,none,twice_daily,5,760.9,100,39,41.0,94,30,0,26,17,0.606,9,46,17,0.44,7.48
PLT_02873,sponge_gourd,patola_ridged,2025-04-01,92,dry,tropical_highland,24.5,62.5,5.6,8.8,6.6,70.8,loamy,chemical,weekly,every_other_day,3,429.6,75,42,42.0,33,14,0,10,6,0.479,4,53,0,,
PLT_02874,sponge_gourd,patola_ridged,2024-03-26,70,dry,tropical_lowland,30.4,59.1,5.1,9.7,7.0,72.5,loamy,organic,weekly,daily,5,510.8,87,35,32.0,34,16,0,13,5,0.533,9,46,0,,
PLT_02875,bitter_gourd,ampalaya_bilog,2024-09-17,59,wet,tropical_lowland,30.6,86.3,27.8,6.3,6.6,67.9,silty,chemical,none,every_other_day,3,194.3,35,42,41.0,14,5,0,2,0,0.377,9,50,0,,
PLT_02876,squash,kalabasa_hybrid,2025-12-19,89,dry,subtropical,28.5,63.1,8.2,7.7,7.0,69.7,clay,chemical,monthly,daily,4,840.6,100,42,41.0,65,24,1,24,17,0.626,10,57,0,,
PLT_02877,bitter_gourd,ampalaya_bilog,2024-06-16,64,wet,tropical_highland,29.9,76.3,27.5,6.3,6.5,68.1,loamy,mixed,weekly,twice_daily,5,535.1,85,39,37.0,52,13,0,9,6,0.552,6,44,0,,
PLT_02878,squash,kalabasa_native,2024-09-09,96,wet,tropical_highland,28.0,79.5,26.7,5.0,6.2,77.6,loamy,mixed,monthly,daily,4,722.0,100,43,45.0,67,26,1,26,16,0.617,10,52,16,1.97,31.52
PLT_02879,cucumber,pipino,2025-04-26,73,dry,tropical_highland,29.3,67.2,6.9,8.6,6.3,53.9,silty,chemical,biweekly,daily,4,421.4,68,30,30.0,47,21,1,21,11,0.499,6,35,11,0.29,3.19
PLT_02880,bitter_gourd,ampalaya_oblong,2025-03-20,105,dry,tropical_lowland,33.9,68.8,1.4,7.3,7.1,64.6,clay,organic,weekly,twice_daily,4,732.9,100,40,43.0,110,29,1,29,18,0.699,8,47,18,0.31,5.58
PLT_02881,bottle_gourd,upo_round,2024-10-14,33,wet,subtropical,27.4,74.8,17.9,4.3,6.0,65.0,loamy,chemical,monthly,twice_daily,4,218.9,33,48,,0,0,1,0,0,0.529,8,57,0,,
PLT_02882,cucumber,pipino_native,2025-10-09,83,wet,tropical_highland,28.4,81.0,24.1,4.2,6.3,71.9,silty,none,weekly,every_other_day,4,308.2,52,36,35.0,46,21,0,20,9,0.417,3,36,9,0.16,1.44
PLT_02883,bottle_gourd,upo_smooth,2024-03-24,79,dry,tropical_lowland,26.1,60.6,9.3,9.4,7.0,63.2,loamy,organic,monthly,daily,4,521.4,94,45,46.0,32,14,1,13,8,0.628,7,57,0,,
PLT_02884,bottle_gourd,upo_long,2024-01-24,74,dry,tropical_lowland,31.9,72.0,4.1,8.6,5.8,54.4,clay,mixed,weekly,every_other_day,4,428.4,81,48,51.0,28,12,0,10,5,0.581,8,53,0,,
PLT_02885,bottle_gourd,upo_long,2024-10-10,83,wet,tropical_highland,29.7,71.4,25.2,4.8,6.7,53.7,silty,mixed,weekly,twice_daily,4,443.5,74,49,52.0,54,17,1,15,10,0.607,6,51,0,,
PLT_02886,squash,kalabasa_hybrid,2024-09-15,51,wet,subtropical,26.5,88.3,16.0,4.3,6.8,56.5,clay,chemical,monthly,daily,4,508.2,85,42,45.0,10,3,1,2,2,0.552,10,55,0,,
PLT_02887,bitter_gourd,ampalaya_bilog,2025-10-17,91,wet,tropical_lowland,28.0,78.6,11.6,6.9,5.9,73.1,silty,mixed,biweekly,daily,4,364.5,61,41,39.0,74,21,1,21,14,0.627,8,43,14,0.39,5.46
PLT_02888,cucumber,pipino_japanese,2025-10-01,58,wet,tropical_lowland,29.6,84.5,17.3,7.0,5.9,52.4,clay,organic,biweekly,daily,4,230.8,42,32,33.0,38,17,0,13,7,0.497,3,38,0,,
PLT_02889,bitter_gourd,ampalaya_oblong,2024-09-25,83,wet,tropical_lowland,29.9,74.9,12.3,4.7,6.5,51.5,loamy,chemical,monthly,daily,4,405.0,72,43,45.0,68,20,1,18,10,0.601,8,47,0,,
PLT_02890,squash,kalabasa_native,2024-07-25,108,wet,subtropical,31.2,74.7,10.4,5.9,6.0,79.7,silty,chemical,monthly,daily,4,990.3,100,44,42.0,93,29,1,27,15,0.581,9,59,15,1.6,24.0
PLT_02891,sponge_gourd,patola,2024-01-23,61,dry,subtropical,34.4,72.2,9.5,9.2,6.4,56.2,clay,chemical,weekly,twice_daily,3,223.4,47,41,42.0,16,7,0,6,1,0.436,4,43,0,,
PLT_02892,squash,kalabasa_native,2025-05-25,52,dry,subtropical,31.7,74.8,6.9,7.2,6.5,73.1,sandy,none,biweekly,every_other_day,4,274.2,46,47,48.0,15,5,1,5,1,0.485,6,53,0,,
PLT_02893,sponge_gourd,patola,2024-02-12,36,dry,subtropical,29.8,57.8,2.9,8.6,7.2,60.9,loamy,none,weekly,twice_daily,3,141.5,17,41,,0,0,1,0,0,0.505,6,49,0,,
PLT_02894,bottle_gourd,upo_smooth,2025-11-24,97,wet,subtropical,27.2,86.4,29.0,5.1,6.0,74.7,clay,mixed,monthly,daily,4,657.7,100,44,41.0,72,25,0,24,11,0.528,5,52,11,2.72,29.92
PLT_02895,squash,kalabasa,2025-10-07,99,wet,tropical_highland,31.3,81.3,21.5,5.9,6.2,72.8,loamy,chemical,none,every_other_day,4,875.5,100,44,44.0,81,21,1,17,7,0.549,6,57,0,,
PLT_02896,cucumber,pipino_japanese,2025-02-27,73,dry,tropical_highland,28.4,57.9,8.8,9.4,6.9,52.7,silty,none,biweekly,twice_daily,4,322.0,58,37,38.0,48,20,0,18,6,0.344,7,39,0,,
PLT_02897,bottle_gourd,upo_long,2024-02-29,75,dry,subtropical,29.7,67.7,9.0,7.8,6.9,74.0,loamy,mixed,monthly,daily,5,676.7,100,45,43.0,45,15,0,11,6,0.655,9,56,0,,
PLT_02898,sponge_gourd,patola_smooth,2025-08-10,109,wet,tropical_lowland,29.3,81.8,22.3,4.3,6.7,64.4,sandy,chemical,weekly,every_other_day,4,768.7,100,42,41.0,67,29,0,26,10,0.421,4,40,10,0.68,6.8
PLT_02899,bitter_gourd,ampalaya_oblong,2025-11-26,32,wet,tropical_lowland,28.6,73.5,29.7,5.5,6.0,70.1,clay,mixed,weekly,twice_daily,4,190.1,29,44,,0,0,0,0,0,0.507,7,46,0,,
PLT_02900,bottle_gourd,upo_long,2025-03-18,43,dry,subtropical,30.2,63.9,5.9,8.5,6.2,54.3,loamy,none,none,twice_daily,3,252.5,39,50,,0,0,0,0,0,0.387,4,60,0,,
PLT_02901,sponge_gourd,patola_ridged,2024-10-31,83,wet,tropical_highland,29.9,76.2,24.2,5.8,5.9,77.2,silty,none,biweekly,daily,4,502.3,84,41,43.0,54,20,1,17,9,0.503,5,45,0,,
PLT_02902,cucumber,pipino,2025-08-15,85,wet,subtropical,31.4,79.1,11.4,4.6,6.4,57.1,loamy,chemical,monthly,daily,3,252.2,37,32,29.0,32,20,1,17,8,0.483,5,42,8,0.31,2.48
PLT_02903,bottle_gourd,upo_round,2024-06-10,44,wet,subtropical,29.6,77.9,26.5,6.8,5.8,52.4,clay,chemical,none,twice_daily,3,285.3,42,49,,0,0,0,0,0,0.494,5,62,0,,
PLT_02904,squash,kalabasa_hybrid,2024-09-27,79,wet,tropical_highland,26.8,87.7,10.1,6.9,6.0,72.3,loamy,mixed,monthly,daily,4,644.0,100,42,45.0,47,18,1,14,9,0.494,7,54,0,,
PLT_02905,sponge_gourd,patola_smooth,2025-02-07,60,dry,tropical_highland,29.5,65.1,7.9,7.4,5.9,62.1,silty,mixed,monthly,daily,4,433.3,68,39,42.0,14,6,0,2,1,0.491,5,47,0,,
PLT_02906,squash,kalabasa_native,2024-06-08,93,wet,tropical_highland,29.5,82.0,13.8,6.4,6.4,64.2,silty,mixed,monthly,twice_daily,4,874.4,100,46,47.0,48,18,1,18,13,0.622,10,56,0,,
PLT_02907,sponge_gourd,patola,2025-12-04,35,dry,tropical_highland,28.7,60.7,6.8,7.7,6.3,76.9,loamy,mixed,none,twice_daily,4,186.2,29,39,,0,0,1,0,0,0.703,6,49,0,,
PLT_02908,bottle_gourd,upo_round,2025-05-16,119,dry,tropical_highland,29.3,74.7,9.1,7.2,6.2,59.0,clay,organic,biweekly,every_other_day,4,797.2,100,43,45.0,62,30,0,28,14,0.555,10,53,14,1.83,25.62
PLT_02909,cucumber,pipino,2024-02-03,61,dry,subtropical,34.3,57.1,9.3,7.3,6.7,57.4,clay,none,weekly,every_other_day,3,241.0,40,36,36.0,14,6,1,3,1,0.398,3,43,0,,
PLT_02910,squash,kalabasa,2025-08-24,91,wet,subtropical,30.1,70.8,18.8,6.4,6.5,76.2,loamy,none,monthly,twice_daily,5,642.7,100,45,43.0,80,28,1,27,13,0.471,7,49,0,,
PLT_02911,bottle_gourd,upo_smooth,2025-05-29,75,dry,tropical_highland,27.0,55.8,2.6,7.3,6.4,79.0,silty,none,monthly,daily,4,511.0,84,52,51.0,18,7,1,6,5,0.466,4,59,0,,
PLT_02912,bitter_gourd,ampalaya_hybrid,2025-04-24,83,dry,tropical_lowland,30.6,57.2,7.8,8.3,5.8,62.4,clay,mixed,none,every_other_day,3,277.2,46,40,41.0,48,12,1,11,7,0.438,7,53,0,,
PLT_02913,cucumber,pipino_native,2024-09-02,111,wet,subtropical,29.3,79.4,11.0,4.9,6.0,64.7,sandy,none,monthly,twice_daily,4,604.0,96,35,35.0,53,30,0,28,8,0.3,4,37,8,0.22,1.76
PLT_02914,bitter_gourd,ampalaya_bilog,2024-04-29,53,dry,tropical_highland,25.2,74.8,9.1,8.7,6.8,72.4,sandy,mixed,none,daily,4,275.1,46,39,39.0,17,5,0,3,0,0.596,5,45,0,,
PLT_02915,cucumber,pipino,2025-09-13,120,wet,subtropical,31.3,85.4,22.9,5.5,6.2,63.6,sandy,organic,biweekly,every_other_day,4,686.6,100,32,32.0,66,30,1,29,16,0.559,9,38,16,0.33,5.28
PLT_02916,sponge_gourd,patola_ridged,2025-07-20,103,wet,tropical_highland,29.1,71.4,10.9,4.4,6.2,57.8,silty,none,biweekly,daily,4,812.2,100,44,46.0,67,29,1,25,12,0.469,5,47,12,0.55,6.6
PLT_02917,sponge_gourd,patola_ridged,2024-02-22,74,dry,tropical_lowland,31.3,69.1,1.7,9.3,6.8,79.9,sandy,none,biweekly,daily,4,506.9,87,43,41.0,25,12,1,9,3,0.471,3,44,0,,
PLT_02918,sponge_gourd,patola_smooth,2025-05-09,56,dry,tropical_lowland,30.2,63.1,3.5,7.9,7.0,73.1,loamy,organic,none,twice_daily,5,555.7,94,40,40.0,17,7,1,3,3,0.747,9,51,0,,
PLT_02919,bitter_gourd,ampalaya_hybrid,2025-11-29,30,wet,tropical_lowland,31.6,77.0,29.7,4.9,6.0,55.7,clay,mixed,biweekly,twice_daily,5,208.1,40,37,,0,0,1,0,0,0.565,5,47,0,,
PLT_02920,bitter_gourd,ampalaya_oblong,2024-07-16,56,wet,tropical_lowland,30.4,89.0,21.8,4.0,6.2,59.8,sandy,mixed,none,twice_daily,4,364.8,61,42,45.0,23,8,1,6,5,0.684,7,49,0,,
PLT_02921,squash,kalabasa_native,2025-09-14,120,wet,tropical_lowland,31.9,70.6,19.3,7.0,7.2,59.9,loamy,organic,monthly,daily,4,1160.6,100,43,41.0,107,30,0,27,14,0.477,6,52,14,3.14,43.96
PLT_02922,sponge_gourd,patola_ridged,2024-05-10,78,dry,tropical_highland,33.2,57.0,6.3,9.0,6.6,78.1,sandy,none,monthly,every_other_day,3,374.3,69,45,48.0,30,11,1,9,2,0.366,6,47,0,,
PLT_02923,bitter_gourd,ampalaya_bilog,2025-02-27,30,dry,subtropical,30.8,59.2,0.4,7.4,6.2,76.5,sandy,organic,biweekly,every_other_day,4,141.3,21,39,,0,0,1,0,0,0.696,9,46,0,,
PLT_02924,squash,kalabasa_native,2025-12-21,72,dry,subtropical,31.4,61.7,6.0,7.6,6.4,65.4,silty,chemical,weekly,every_other_day,3,394.6,64,42,40.0,35,10,1,6,1,0.45,4,55,0,,
PLT_02925,bitter_gourd,ampalaya_oblong,2025-05-29,80,dry,tropical_highland,24.9,57.7,2.5,7.6,6.1,56.9,silty,organic,biweekly,every_other_day,4,386.7,59,39,37.0,58,21,0,18,11,0.55,7,48,0,,
PLT_02926,bitter_gourd,ampalaya_hybrid,2025-06-03,104,wet,subtropical,31.1,71.2,20.8,6.0,6.6,76.3,sandy,chemical,none,twice_daily,3,534.9,83,46,46.0,89,24,0,20,7,0.418,6,47,7,0.42,2.94
PLT_02927,bitter_gourd,ampalaya_hybrid,2025-09-17,92,wet,tropical_lowland,28.8,80.9,22.2,4.3,7.0,75.9,sandy,mixed,weekly,daily,5,687.7,100,38,40.0,76,30,0,27,14,0.579,6,44,14,0.18,2.52
PLT_02928,sponge_gourd,patola,2024-09-13,42,wet,tropical_highland,28.8,71.5,11.7,5.5,6.5,67.4,silty,mixed,none,twice_daily,5,300.9,56,40,41.0,8,3,0,1,0,0.565,8,38,0,,
PLT_02929,squash,kalabasa,2025-04-10,80,dry,subtropical,28.3,61.6,2.4,7.2,6.5,66.1,silty,organic,biweekly,every_other_day,4,628.0,100,42,41.0,54,19,0,19,12,0.607,4,57,0,,
PLT_02930,squash,kalabasa_hybrid,2024-06-12,39,wet,subtropical,26.4,82.8,22.8,4.5,6.8,71.2,sandy,chemical,weekly,every_other_day,3,268.0,34,44,,0,0,0,0,0,0.542,7,58,0,,
PLT_02931,cucumber,pipino_japanese,2025-04-23,81,dry,tropical_highland,28.5,58.0,10.0,8.6,6.3,71.4,silty,mixed,weekly,daily,4,456.1,77,34,32.0,38,19,1,17,11,0.57,9,40,11,0.31,3.41
PLT_02932,bottle_gourd,upo_smooth,2025-06-04,64,wet,subtropical,30.6,78.3,28.8,5.0,6.5,78.0,silty,organic,monthly,every_other_day,4,449.6,83,44,47.0,14,6,1,3,3,0.524,7,50,0,,
PLT_02933,squash,kalabasa_native,2024-09-26,91,wet,tropical_highland,26.2,79.1,19.6,6.0,6.5,75.9,sandy,mixed,monthly,twice_daily,3,536.3,87,40,42.0,71,20,1,16,7,0.495,9,60,0,,
PLT_02934,bitter_gourd,ampalaya_hybrid,2024-12-14,74,dry,tropical_lowland,30.8,58.1,4.9,9.3,6.7,76.6,loamy,organic,monthly,every_other_day,4,348.9,54,40,41.0,61,18,1,18,10,0.631,5,52,0,,
PLT_02935,sponge_gourd,patola_ridged,2025-12-14,104,dry,tropical_highland,28.6,67.9,1.4,9.2,6.8,65.4,sandy,none,weekly,daily,4,628.4,100,41,38.0,71,29,0,28,11,0.466,9,51,11,0.44,4.84
PLT_02936,sponge_gourd,patola_ridged,2025-07-29,97,wet,subtropical,27.2,75.5,15.9,6.2,6.0,73.3,sandy,none,weekly,every_other_day,4,504.6,86,38,36.0,75,30,1,29,12,0.433,3,40,12,0.67,8.04
PLT_02937,bottle_gourd,upo_round,2024-01-30,31,dry,tropical_highland,30.9,70.0,7.1,9.4,6.1,79.9,sandy,organic,weekly,daily,5,298.8,48,43,,0,0,1,0,0,0.631,9,53,0,,
PLT_02938,cucumber,pipino,2025-05-03,112,dry,tropical_highland,31.8,55.1,8.9,8.9,6.4,59.9,silty,chemical,weekly,daily,4,359.8,66,32,31.0,55,30,0,28,15,0.464,6,37,15,0.33,4.95
PLT_02939,cucumber,pipino,2025-03-06,81,dry,tropical_highland,29.5,72.7,1.8,8.4,6.8,52.0,silty,organic,weekly,twice_daily,5,415.2,81,28,28.0,56,30,1,28,18,0.677,9,32,18,0.37,6.66
PLT_02940,sponge_gourd,patola_smooth,2024-02-04,61,dry,tropical_highland,33.2,62.0,8.3,8.6,6.0,68.4,silty,none,biweekly,every_other_day,4,320.7,55,42,42.0,12,6,0,6,0,0.3,8,43,0,,
PLT_02941,squash,kalabasa_native,2025-07-16,94,wet,tropical_lowland,29.8,74.0,10.6,4.9,7.0,62.0,sandy,organic,monthly,every_other_day,3,617.5,98,38,35.0,62,22,1,18,10,0.605,8,57,0,,
PLT_02942,squash,kalabasa,2024-05-19,64,dry,subtropical,24.3,60.7,6.1,8.1,6.8,61.7,silty,none,biweekly,twice_daily,3,317.2,49,49,46.0,32,9,1,5,0,0.315,8,55,0,,
PLT_02943,bitter_gourd,ampalaya_bilog,2024-11-09,107,wet,tropical_lowland,31.8,74.2,25.2,6.0,6.2,63.8,clay,none,weekly,twice_daily,3,457.0,77,44,45.0,87,25,1,21,5,0.353,3,46,5,0.42,2.1
PLT_02944,bitter_gourd,ampalaya_bilog,2025-11-18,80,wet,tropical_highland,26.9,78.5,24.9,5.7,6.6,54.7,silty,chemical,monthly,twice_daily,3,244.2,34,43,41.0,61,16,1,13,6,0.45,10,44,0,,
PLT_02945,squash,kalabasa,2025-02-15,43,dry,tropical_lowland,26.8,72.5,6.4,8.3,6.6,61.4,loamy,mixed,weekly,daily,3,227.5,35,43,44.0,13,5,0,5,3,0.498,10,55,0,,
PLT_02946,bottle_gourd,upo_smooth,2024-08-12,46,wet,subtropical,31.3,82.2,29.2,5.0,6.4,71.6,sandy,organic,monthly,twice_daily,4,335.9,69,47,,0,0,1,0,0,0.666,7,57,0,,
PLT_02947,bottle_gourd,upo_long,2025-12-27,113,dry,subtropical,31.3,74.1,9.5,8.3,5.9,50.3,loamy,organic,weekly,every_other_day,3,635.6,100,46,43.0,41,19,0,17,9,0.425,7,59,9,1.97,17.73
PLT_02948,sponge_gourd,patola,2025-08-14,102,wet,tropical_lowland,31.5,73.7,26.3,5.6,6.3,52.5,clay,organic,biweekly,twice_daily,4,655.6,100,38,36.0,67,30,1,30,16,0.595,6,46,16,0.35,5.6
PLT_02949,squash,kalabasa_hybrid,2025-07-25,85,wet,tropical_lowland,31.4,79.2,17.2,6.8,6.4,60.1,silty,none,none,twice_daily,4,662.3,100,43,41.0,61,16,1,15,7,0.504,8,53,0,,
PLT_02950,bitter_gourd,ampalaya_hybrid,2024-11-13,89,wet,subtropical,30.2,73.8,11.8,4.3,6.9,50.9,sandy,none,biweekly,every_other_day,3,418.2,68,44,42.0,52,16,0,13,3,0.405,4,47,0,,
PLT_02951,bottle_gourd,upo_smooth,2025-02-21,79,dry,tropical_lowland,32.3,65.5,2.8,8.8,7.1,51.5,sandy,none,weekly,daily,3,446.0,69,50,49.0,30,13,0,10,2,0.38,10,58,0,,
PLT_02952,squash,kalabasa,2024-11-12,43,wet,tropical_highland,31.6,86.6,18.0,4.4,6.7,60.6,clay,organic,biweekly,daily,4,416.4,61,38,41.0,3,1,1,1,0,0.619,8,52,0,,
PLT_02953,cucumber,pipino_japanese,2025-04-04,115,dry,tropical_lowland,33.7,73.4,5.6,7.1,6.3,77.6,silty,organic,biweekly,every_other_day,5,547.3,92,31,29.0,70,30,1,27,15,0.632,6,43,15,0.36,5.4
PLT_02954,cucumber,pipino_japanese,2025-06-27,94,wet,tropical_lowland,26.1,89.0,20.6,6.9,6.9,54.6,silty,mixed,weekly,twice_daily,5,445.6,69,30,30.0,58,30,0,26,11,0.469,9,42,11,0.16,1.76
PLT_02955,cucumber,pipino_native,2025-03-24,106,dry,tropical_highland,34.7,63.5,8.5,7.2,6.9,55.2,silty,organic,biweekly,twice_daily,5,759.1,100,34,37.0,71,30,1,27,18,0.631,8,34,18,0.27,4.86
PLT_02956,bitter_gourd,ampalaya_bilog,2025-04-21,63,dry,tropical_highland,25.6,60.9,3.9,7.8,6.4,61.5,silty,mixed,none,twice_daily,4,440.3,76,41,40.0,36,12,0,10,5,0.527,6,51,0,,
PLT_02957,sponge_gourd,patola_smooth,2024-06-30,47,wet,subtropical,27.9,84.1,20.2,4.6,6.0,71.4,clay,mixed,biweekly,twice_daily,4,282.3,46,42,39.0,14,5,1,5,5,0.56,3,46,0,,
PLT_02958,sponge_gourd,patola,2025-06-17,85,wet,tropical_lowland,32.0,87.9,12.9,5.2,6.0,64.0,loamy,organic,monthly,every_other_day,4,639.3,100,36,35.0,67,26,1,23,16,0.625,8,44,16,0.72,11.52
PLT_02959,cucumber,pipino_japanese,2025-04-15,77,dry,subtropical,33.6,68.8,2.0,7.6,7.0,53.4,silty,none,weekly,every_other_day,4,328.3,58,38,40.0,33,14,1,14,4,0.427,6,38,4,0.18,0.72
PLT_02960,bitter_gourd,ampalaya_hybrid,2024-08-02,119,wet,tropical_lowland,32.0,72.9,20.3,4.8,6.5,59.1,sandy,mixed,none,twice_daily,5,891.0,100,37,35.0,92,30,0,29,18,0.606,9,44,18,0.42,7.56
PLT_02961,sponge_gourd,patola_ridged,2025-10-02,60,wet,tropical_highland,28.8,75.5,16.2,5.0,6.1,75.5,clay,none,biweekly,every_other_day,3,314.6,50,43,44.0,17,6,1,6,2,0.444,6,54,0,,
PLT_02962,bottle_gourd,upo_long,2025-01-03,39,dry,subtropical,33.7,72.6,4.1,7.7,6.2,73.0,clay,none,weekly,twice_daily,4,224.4,34,48,,0,0,0,0,0,0.377,8,56,0,,
PLT_02963,squash,kalabasa_hybrid,2025-04-26,99,dry,subtropical,34.7,61.6,9.6,7.9,7.0,56.4,sandy,none,biweekly,every_other_day,3,443.9,66,50,52.0,34,13,1,10,4,0.46,7,53,0,,
PLT_02964,cucumber,pipino,2024-05-28,118,dry,subtropical,29.3,67.6,6.4,9.9,6.7,60.2,silty,organic,none,daily,5,557.3,83,29,28.0,56,30,1,29,23,0.73,10,36,23,0.31,7.13
PLT_02965,cucumber,pipino_native,2025-05-07,56,dry,subtropical,30.4,63.5,6.4,9.4,6.8,51.1,sandy,chemical,none,daily,4,184.6,33,36,34.0,29,14,0,12,6,0.447,10,37,0,,
PLT_02966,squash,kalabasa,2025-02-27,103,dry,subtropical,24.3,58.2,4.5,8.6,7.0,71.5,sandy,organic,biweekly,daily,4,867.1,100,38,41.0,81,30,0,27,13,0.512,5,53,13,2.82,36.66
PLT_02967,bitter_gourd,ampalaya_oblong,2025-12-14,104,dry,tropical_highland,33.1,71.8,1.2,9.4,6.6,65.1,sandy,mixed,biweekly,every_other_day,4,434.6,70,40,39.0,96,29,1,25,17,0.599,8,51,17,0.41,6.97
PLT_02968,sponge_gourd,patola,2025-01-11,63,dry,tropical_lowland,34.6,70.2,3.0,8.6,6.4,67.0,sandy,mixed,biweekly,daily,4,272.9,49,43,40.0,16,6,0,3,2,0.624,9,49,0,,
PLT_02969,bottle_gourd,upo_round,2024-07-26,71,wet,subtropical,26.2,80.3,20.7,4.2,6.8,56.3,sandy,none,none,daily,3,368.0,62,53,56.0,22,7,1,3,1,0.405,10,53,0,,
PLT_02970,cucumber,pipino_japanese,2025-07-13,104,wet,subtropical,31.5,77.0,18.2,5.6,6.9,58.0,silty,organic,none,every_other_day,5,718.0,100,31,34.0,61,30,1,26,16,0.665,5,41,16,0.26,4.16
PLT_02971,bitter_gourd,ampalaya_hybrid,2025-01-10,70,dry,tropical_highland,25.2,69.8,1.3,7.6,6.0,50.2,silty,chemical,none,every_other_day,3,233.5,39,45,42.0,36,11,0,8,3,0.329,10,50,0,,
PLT_02972,squash,kalabasa_hybrid,2025-12-02,51,dry,tropical_highland,28.7,71.5,0.3,9.6,6.1,71.7,sandy,chemical,weekly,every_other_day,2,206.0,31,43,43.0,15,4,1,1,1,0.396,7,51,0,,
PLT_02973,bottle_gourd,upo_long,2025-11-11,61,wet,tropical_lowland,26.4,88.5,26.9,5.2,6.9,59.4,sandy,organic,none,daily,4,417.4,72,48,48.0,7,3,1,2,2,0.618,3,57,0,,
PLT_02974,cucumber,pipino,2024-06-10,81,wet,tropical_highland,31.1,88.7,15.4,5.8,6.8,56.8,loamy,chemical,biweekly,every_other_day,3,309.6,50,33,34.0,40,17,1,17,8,0.456,10,43,8,0.24,1.92
PLT_02975,bitter_gourd,ampalaya_oblong,2024-03-23,34,dry,tropical_lowland,31.3,72.3,6.3,8.2,7.1,75.1,sandy,mixed,biweekly,every_other_day,4,194.2,33,40,,0,0,0,0,0,0.529,4,42,0,,
PLT_02976,bitter_gourd,ampalaya_oblong,2025-12-31,52,dry,tropical_lowland,34.7,56.1,9.5,7.5,6.3,62.5,silty,chemical,none,twice_daily,4,361.8,64,41,40.0,14,4,1,2,1,0.471,7,49,0,,
PLT_02977,squash,kalabasa_hybrid,2024-01-03,50,dry,subtropical,29.2,73.9,2.7,7.4,6.5,77.9,clay,none,none,daily,2,206.3,33,49,48.0,6,2,0,0,0,0.31,3,53,0,,
PLT_02978,cucumber,pipino,2025-06-23,35,wet,tropical_lowland,28.4,88.8,13.1,5.2,6.2,66.5,loamy,none,none,every_other_day,4,159.1,29,38,,0,0,1,0,0,0.432,3,40,0,,
PLT_02979,bitter_gourd,ampalaya_oblong,2025-02-02,63,dry,tropical_lowland,25.7,59.9,6.7,9.9,6.3,56.9,silty,organic,weekly,twice_daily,4,383.8,74,40,39.0,33,12,0,12,4,0.494,9,46,0,,
